"","Store","Date","Avg_Weekly_Sales","Net_Weekly_Sales"
"38",1,2010-10-22,18430.8767123288,1345454
"39",1,2010-10-29,19225.1280555556,1384209.22
"40",1,2010-11-05,21550.8233333333,1551659.28
"41",1,2010-11-12,20472.3217808219,1494479.49
"42",1,2010-11-19,20608.1136111111,1483784.18
"43",1,2010-11-26,27161.4459722222,1955624.11
"44",1,2010-12-03,21803.2926760563,1548033.78
"45",1,2010-12-10,23698.7923943662,1682614.26
"46",1,2010-12-17,26264.3740277778,1891034.93
"47",1,2010-12-24,33165.975,2387950.2
"48",1,2010-12-31,19258.0283098592,1367320.01
"49",1,2011-01-07,20065.7261111111,1444732.28
"50",1,2011-01-14,19591.745915493,1391013.96
"51",1,2011-01-21,18436.1863888889,1327405.42
"52",1,2011-01-28,18547.8776056338,1316899.31
"53",1,2011-02-04,22628.5856338028,1606629.58
"54",1,2011-02-11,22911.3184722222,1649614.93
"55",1,2011-02-18,23428.3719444444,1686842.78
"56",1,2011-02-25,20233.3372222222,1456800.28
"57",1,2011-03-04,22414.567260274,1636263.41
"58",1,2011-03-11,20989.0760810811,1553191.63
"59",1,2011-03-18,21900.2508333333,1576818.06
"60",1,2011-03-25,21705.6673239437,1541102.38
"61",1,2011-04-01,21057.25,1495064.75
"62",1,2011-04-08,22736.0471830986,1614259.35
"63",1,2011-04-15,21970.2676056338,1559889
"64",1,2011-04-22,21733.6084722222,1564819.81
"65",1,2011-04-29,20787.0098571429,1455090.69
"66",1,2011-05-06,22949.1729577465,1629391.28
"67",1,2011-05-13,21983.2271232877,1604775.58
"68",1,2011-05-20,19836.3648611111,1428218.27
"69",1,2011-05-27,20648.5446478873,1466046.67
"70",1,2011-06-03,23358.263,1635078.41
"71",1,2011-06-10,22379.5538028169,1588948.32
"72",1,2011-06-17,21279.3730555556,1532114.86
"73",1,2011-06-24,20265.2133802817,1438830.15
"74",1,2011-07-01,21573.0157971014,1488538.09
"75",1,2011-07-08,21926.4234285714,1534849.64
"76",1,2011-07-15,20787.4281428571,1455119.97
"77",1,2011-07-22,20245.3162318841,1396926.82
"78",1,2011-07-29,19597.3882608696,1352219.79
"79",1,2011-08-05,22878.6443661972,1624383.75
"80",1,2011-08-12,21480.9449295775,1525147.09
"81",1,2011-08-19,21260.5754166667,1530761.43
"82",1,2011-08-26,19793.1548648649,1464693.46
"83",1,2011-09-02,21236.0167123288,1550229.22
"84",1,2011-09-09,21395.4338888889,1540471.24
"85",1,2011-09-16,21327.6025352113,1514259.78
"86",1,2011-09-23,19166.9481944444,1380020.27
"87",1,2011-09-30,19368.9143055556,1394561.83
"88",1,2011-10-07,22652.6381944444,1630989.95
"89",1,2011-10-14,20743.4156944444,1493525.93
"90",1,2011-10-21,20868.9275,1502562.78
"91",1,2011-10-28,20072.9040277778,1445249.09
"92",1,2011-11-04,23572.6330555555,1697229.58
"93",1,2011-11-11,22151.9290277778,1594938.89
"94",1,2011-11-18,21381.7180555556,1539483.7
"95",1,2011-11-25,27853.7076712329,2033320.66
"96",1,2011-12-02,21699.7801369863,1584083.95
"97",1,2011-12-09,24653.1832876712,1799682.38
"98",1,2011-12-16,26127.45375,1881176.67
"99",1,2011-12-23,30678.2295945946,2270188.99
"100",1,2011-12-30,20513.1879452055,1497462.72
"101",1,2012-01-06,21532.9155555556,1550369.92
"102",1,2012-01-13,20557.7629577465,1459601.17
"103",1,2012-01-20,19101.2854794521,1394393.84
"104",1,2012-01-27,18847.5084285714,1319325.59
"105",1,2012-02-03,22726.9395833333,1636339.65
"106",1,2012-02-10,24691.4716438356,1802477.43
"107",1,2012-02-17,24929.7260273973,1819870
"108",1,2012-02-24,21380.3865277778,1539387.83
"109",1,2012-03-02,23450.2883333333,1688420.76
"110",1,2012-03-09,23597.621971831,1675431.16
"111",1,2012-03-16,23298.2330555556,1677472.78
"112",1,2012-03-23,21282.6488732394,1511068.07
"113",1,2012-03-30,23233.868028169,1649604.63
"114",1,2012-04-06,26384.4011111111,1899676.88
"115",1,2012-04-13,22831.4323943662,1621031.7
"116",1,2012-04-20,21430.6742253521,1521577.87
"117",1,2012-04-27,20689.131971831,1468928.37
"118",1,2012-05-04,23725.6336619718,1684519.99
"119",1,2012-05-11,22691.4936619718,1611096.05
"120",1,2012-05-18,22798.5981428571,1595901.87
"121",1,2012-05-25,21907.6697183099,1555444.55
"122",1,2012-06-01,22879.965915493,1624477.58
"123",1,2012-06-08,23572.6522222222,1697230.96
"124",1,2012-06-15,22966.2957746479,1630607
"125",1,2012-06-22,21518.9550704225,1527845.81
"126",1,2012-06-29,22324.9491304348,1540421.49
"127",1,2012-07-06,25283.6308571429,1769854.16
"128",1,2012-07-13,21507.24,1527014.04
"129",1,2012-07-20,20804.9272222222,1497954.76
"130",1,2012-07-27,19987.8293055556,1439123.71
"131",1,2012-08-03,22973.7435211268,1631135.79
"132",1,2012-08-10,22116.8051388889,1592409.97
"133",1,2012-08-17,22192.6118055556,1597868.05
"134",1,2012-08-24,21043.9771830986,1494122.38
"135",1,2012-08-31,21973.3805555556,1582083.4
"136",1,2012-09-07,22763.9360273973,1661767.33
"137",1,2012-09-14,21075.4009722222,1517428.87
"138",1,2012-09-21,21213.0430985916,1506126.06
"139",1,2012-09-28,19685.7432876712,1437059.26
"140",1,2012-10-05,23205.3606944444,1670785.97
"141",1,2012-10-12,21548.9426027397,1573072.81
"142",1,2012-10-19,21240.4052112676,1508068.77
"143",1,2012-10-26,20745.2741666667,1493659.74
"144",2,2010-02-05,29273.8282191781,2136989.46
"145",2,2010-02-12,29691.7986111111,2137809.5
"146",2,2010-02-19,29102.075890411,2124451.54
"147",2,2010-02-26,25549.2776712329,1865097.27
"148",2,2010-03-05,27274.1524657534,1991013.13
"149",2,2010-03-12,27645.6080555556,1990483.78
"150",2,2010-03-19,26658.5052054795,1946070.88
"151",2,2010-03-26,23975.3124657534,1750197.81
"152",2,2010-04-02,28697.0516666667,2066187.72
"153",2,2010-04-09,27148.46125,1954689.21
"154",2,2010-04-16,26407.8583098592,1874957.94
"155",2,2010-04-23,25661.844084507,1821990.93
"156",2,2010-04-30,25386.6238028169,1802450.29
"157",2,2010-05-07,27980.571369863,2042581.71
"158",2,2010-05-14,26489.4698591549,1880752.36
"159",2,2010-05-21,26717.423943662,1896937.1
"160",2,2010-05-28,27958.7698571429,1957113.89
"161",2,2010-06-04,30036.2847142857,2102539.93
"162",2,2010-06-11,28528.7149295775,2025538.76
"163",2,2010-06-18,28594.8137142857,2001636.96
"164",2,2010-06-25,27322.9167605634,1939927.09
"165",2,2010-07-02,28224.516056338,2003940.64
"166",2,2010-07-09,27259.4582608696,1880902.62
"167",2,2010-07-16,26751.8810144928,1845879.79
"168",2,2010-07-23,25094.6156338028,1781717.71
"169",2,2010-07-30,25058.9744444445,1804246.16
"170",2,2010-08-06,28455.8568571429,1991909.98
"171",2,2010-08-13,26698.6063380282,1895601.05
"172",2,2010-08-20,28061.9318571429,1964335.23
"173",2,2010-08-27,26251.2745070423,1863840.49
"174",2,2010-09-03,26825.466056338,1904608.09
"175",2,2010-09-10,25543.4559722222,1839128.83
"176",2,2010-09-17,25266.2478873239,1793903.6
"177",2,2010-09-24,24289.5383098592,1724557.22
"178",2,2010-10-01,25738.5976056338,1827440.43
"179",2,2010-10-08,25693.3533333333,1849921.44
"180",2,2010-10-15,25272.6125352113,1794355.49
"181",2,2010-10-22,24478.1357746479,1737947.64
"182",2,2010-10-29,25038.2654166667,1802755.11
"183",2,2010-11-05,27700.8772857143,1939061.41
"184",2,2010-11-12,26997.3625352113,1916812.74
"185",2,2010-11-19,27176.9329166667,1956739.17
"186",2,2010-11-26,36926.7401388889,2658725.29
"187",2,2010-12-03,27613.4420547945,2015781.27
"188",2,2010-12-10,33503.1908450704,2378726.55
"189",2,2010-12-17,36238.4270833333,2609166.75
"190",2,2010-12-24,47068.5983561644,3436007.68
"191",2,2010-12-31,24311.5909722222,1750434.55
"192",2,2011-01-07,24417.3720833333,1758050.79
"193",2,2011-01-14,23893.062739726,1744193.58
"194",2,2011-01-21,24324.7902777778,1751384.9
"195",2,2011-01-28,23546.8288888889,1695371.68
"196",2,2011-02-04,26796.4754166667,1929346.23
"197",2,2011-02-11,30111.6890277778,2168041.61
"198",2,2011-02-18,28505.2715068493,2080884.82
"199",2,2011-02-25,25824.0997183099,1833511.08
"200",2,2011-03-04,27145.3120547945,1981607.78
"201",2,2011-03-11,25741.1960273973,1879107.31
"202",2,2011-03-18,26424.4119444444,1902557.66
"203",2,2011-03-25,24530.0284722222,1766162.05
"204",2,2011-04-01,25354.5261971831,1800171.36
"205",2,2011-04-08,25660.4529166667,1847552.61
"206",2,2011-04-15,26147.4343661972,1856467.84
"207",2,2011-04-22,26568.1633802817,1886339.6
"208",2,2011-04-29,24243.6844444444,1745545.28
"209",2,2011-05-06,25174.5698630137,1837743.6
"210",2,2011-05-13,25185.1105479452,1838513.07
"211",2,2011-05-20,24118.3122857143,1688281.86
"212",2,2011-05-27,25320.1769014084,1797732.56
"213",2,2011-06-03,26489.8110958904,1933756.21
"214",2,2011-06-10,27171.1712676056,1929153.16
"215",2,2011-06-17,27135.7220833333,1953771.99
"216",2,2011-06-24,25584.6542857143,1790925.8
"217",2,2011-07-01,26660.6142857143,1866243
"218",2,2011-07-08,26473.7427142857,1853161.99
"219",2,2011-07-15,25502.6755714286,1785187.29
"220",2,2011-07-22,24560.7945070423,1743816.41
"221",2,2011-07-29,24009.9008571429,1680693.06
"222",2,2011-08-05,26810.0608571429,1876704.26
"223",2,2011-08-12,25531.9473239437,1812768.26
"224",2,2011-08-19,25973.1632394366,1844094.59
"225",2,2011-08-26,25293.6098611111,1821139.91
"226",2,2011-09-02,25126.6625,1809119.7
"227",2,2011-09-09,24277.7868055556,1748000.65
"228",2,2011-09-16,23492.2155555556,1691439.52
"229",2,2011-09-23,23184.7191666667,1669299.78
"230",2,2011-09-30,23244.9921126761,1650394.44
"231",2,2011-10-07,25881.0342253521,1837553.43
"232",2,2011-10-14,24561.7209859155,1743882.19
"233",2,2011-10-21,25840.5669014085,1834680.25
"234",2,2011-10-28,24573.5590277778,1769296.25
"235",2,2011-11-04,27601.5197183099,1959707.9
"236",2,2011-11-11,26676.7381944444,1920725.15
"237",2,2011-11-18,26065.2397260274,1902762.5
"238",2,2011-11-25,35810.9904109589,2614202.3
"239",2,2011-12-02,27534.5352112676,1954952
"240",2,2011-12-09,31377.3879452055,2290549.32
"241",2,2011-12-16,33325.1578082192,2432736.52
"242",2,2011-12-23,43572.5648648649,3224369.8
"243",2,2011-12-30,25674.335890411,1874226.52
"244",2,2012-01-06,24993.3352777778,1799520.14
"245",2,2012-01-13,24573.5983098592,1744725.48
"246",2,2012-01-20,23774.5709722222,1711769.11
"247",2,2012-01-27,23068.1408333333,1660906.14
"248",2,2012-02-03,26510.9580821918,1935299.94
"249",2,2012-02-10,28812.6394520548,2103322.68
"250",2,2012-02-17,30091.622739726,2196688.46
"251",2,2012-02-24,26222.5732394366,1861802.7
"252",2,2012-03-02,27118.8286111111,1952555.66
"253",2,2012-03-09,27290.5388732394,1937628.26
"254",2,2012-03-16,27832.1426760563,1976082.13
"255",2,2012-03-23,25217.4529577465,1790439.16
"256",2,2012-03-30,26161.701971831,1857480.84
"257",2,2012-04-06,29164.8754794521,2129035.91
"258",2,2012-04-13,26518.7547945205,1935869.1
"259",2,2012-04-20,25657.5618055556,1847344.45
"260",2,2012-04-27,24846.9449295775,1764133.09
"261",2,2012-05-04,27097.9871830986,1923957.09
"262",2,2012-05-11,26632.2359722222,1917520.99
"263",2,2012-05-18,28182.2629577465,2000940.67
"264",2,2012-05-25,27325.587,1912791.09
"265",2,2012-06-01,26902.7094366197,1910092.37
"266",2,2012-06-08,28312.9083098592,2010216.49
"267",2,2012-06-15,28041.7757142857,1962924.3
"268",2,2012-06-22,26587.7916901408,1887733.21
"269",2,2012-06-29,26493.6073239437,1881046.12
"270",2,2012-07-06,28354.2694444444,2041507.4
"271",2,2012-07-13,26143.9304285714,1830075.13
"272",2,2012-07-20,25273.1452777778,1819666.46
"273",2,2012-07-27,24081.1490410959,1757923.88
"274",2,2012-08-03,27029.2311111111,1946104.64
"275",2,2012-08-10,25926.6661111111,1866719.96
"276",2,2012-08-17,26411.1782191781,1928016.01
"277",2,2012-08-24,26433.635915493,1876788.15
"278",2,2012-08-31,26672.3739726027,1947083.3
"279",2,2012-09-07,26743.3390140845,1898777.07
"280",2,2012-09-14,25205.6476388889,1814806.63
"281",2,2012-09-21,25766.417887324,1829415.67
"282",2,2012-09-28,24256.5355555556,1746470.56
"283",2,2012-10-05,27754.4588888889,1998321.04
"284",2,2012-10-12,26037.6045205479,1900745.13
"285",2,2012-10-19,26028.033943662,1847990.41
"286",2,2012-10-26,25837.4415492958,1834458.35
"287",3,2010-02-05,7101.88030769231,461622.22
"288",3,2010-02-12,6573.89,420728.96
"289",3,2010-02-19,6486.80292307692,421642.19
"290",3,2010-02-26,6463.56920634921,407204.86
"291",3,2010-03-05,6590.50857142857,415202.04
"292",3,2010-03-12,6003.13578125,384200.69
"293",3,2010-03-19,5774.286,375328.59
"294",3,2010-03-26,5713.48047619048,359949.27
"295",3,2010-04-02,6613.975,423294.4
"296",3,2010-04-09,6497.973125,415870.28
"297",3,2010-04-16,5461.43476923077,354993.26
"298",3,2010-04-23,5312.13515625,339976.65
"299",3,2010-04-30,5473.46045454545,361248.39
"300",3,2010-05-07,6338.47396825397,399323.86
"301",3,2010-05-14,6005.5928125,384357.94
"302",3,2010-05-21,5544.56725806452,343763.17
"303",3,2010-05-28,5646.60048387097,350089.23
"304",3,2010-06-04,6402.72258064516,396968.8
"305",3,2010-06-11,5635.1919047619,355017.09
"306",3,2010-06-18,5778.99761904762,364076.85
"307",3,2010-06-25,5763.65290322581,357346.48
"308",3,2010-07-02,6248.38885245902,381151.72
"309",3,2010-07-09,5543.08222222222,349214.18
"310",3,2010-07-16,5782.43901639344,352728.78
"311",3,2010-07-23,5601.02365079365,352864.49
"312",3,2010-07-30,5523.09603174603,347955.05
"313",3,2010-08-06,6391.04380952381,402635.76
"314",3,2010-08-13,5659.95633333333,339597.38
"315",3,2010-08-20,5673.03564516129,351728.21
"316",3,2010-08-27,5748.16015873016,362134.09
"317",3,2010-09-03,5817.04714285714,366473.97
"318",3,2010-09-10,5591.44396825397,352260.97
"319",3,2010-09-17,5855.88129032258,363064.64
"320",3,2010-09-24,5471.18261538462,355626.87
"321",3,2010-10-01,5786.84032258065,358784.1
"322",3,2010-10-08,6372.69919354839,395107.35
"323",3,2010-10-15,5485.46650793651,345584.39
"324",3,2010-10-22,5538.03142857143,348895.98
"325",3,2010-10-29,5446.7459375,348591.74
"326",3,2010-11-05,6717.07238095238,423175.56
"327",3,2010-11-12,6041.17234375,386635.03
"328",3,2010-11-19,5821.020625,372545.32
"329",3,2010-11-26,8977.2673015873,565567.84
"330",3,2010-12-03,7562.23444444444,476420.77
"331",3,2010-12-10,7306.90671875,467642.03
"332",3,2010-12-17,7663.99061538462,498159.39
"333",3,2010-12-24,9468.60015625,605990.41
"334",3,2010-12-31,6172.22193548387,382677.76
"335",3,2011-01-07,6003.83079365079,378241.34
"336",3,2011-01-14,6146.14677419355,381061.1
"337",3,2011-01-21,5569.47142857143,350876.7
"338",3,2011-01-28,5791.52761904762,364866.24
"339",3,2011-02-04,6960.57984126984,438516.53
"340",3,2011-02-11,6943.97112903226,430526.21
"341",3,2011-02-18,6869.55714285714,432782.1
"342",3,2011-02-25,6304.93952380952,397211.19
"343",3,2011-03-04,6937.84936507937,437084.51
"344",3,2011-03-11,6424.65555555556,404753.3
"345",3,2011-03-18,6223.96047619048,392109.51
"346",3,2011-03-25,6042.59793650794,380683.67
"347",3,2011-04-01,5945.3346031746,374556.08
"348",3,2011-04-08,6096.43349206349,384075.31
"349",3,2011-04-15,6004.10967213115,366250.69
"350",3,2011-04-22,6220.00063492064,391860.04
"351",3,2011-04-29,5925.8935483871,367405.4
"352",3,2011-05-06,6453.783125,413042.12
"353",3,2011-05-13,6131.9473015873,386312.68
"354",3,2011-05-20,5696.92390625,364603.13
"355",3,2011-05-27,5771.103125,369350.6
"356",3,2011-06-03,6262.02920634921,394507.84
"357",3,2011-06-10,6316.75403225807,391638.75
"358",3,2011-06-17,6613.49737704918,403423.34
"359",3,2011-06-24,6218.07596774193,385520.71
"360",3,2011-07-01,6149.37866666667,368962.72
"361",3,2011-07-08,6373.3264516129,395146.24
"362",3,2011-07-15,5927.84650793651,373454.33
"363",3,2011-07-22,5911.76016393442,360617.37
"364",3,2011-07-29,5482.2426984127,345381.29
"365",3,2011-08-05,6721.00409836066,409981.25
"366",3,2011-08-12,6135.11048387097,380376.85
"367",3,2011-08-19,6224.86737704918,379716.91
"368",3,2011-08-26,6006.02540983607,366367.55
"369",3,2011-09-02,6064.33370967742,375988.69
"370",3,2011-09-09,6186.02442622951,377347.49
"371",3,2011-09-16,5962.37317460317,375629.51
"372",3,2011-09-23,5797.60222222222,365248.94
"373",3,2011-09-30,5943.19241935484,368477.93
"374",3,2011-10-07,6302.225,403342.4
"375",3,2011-10-14,5754.41515625,368282.57
"376",3,2011-10-21,6171.505625,394976.36
"377",3,2011-10-28,5902.1306060606,389540.62
"378",3,2011-11-04,7068.35723076923,459443.22
"379",3,2011-11-11,6273.29615384615,407764.25
"380",3,2011-11-18,6231.85890625,398838.97
"381",3,2011-11-25,8568.07984615384,556925.19
"382",3,2011-12-02,7159.26242424243,472511.32
"383",3,2011-12-09,7102.61818181818,468772.8
"384",3,2011-12-16,7738.6003030303,510747.62
"385",3,2011-12-23,8351.83651515152,551221.21
"386",3,2011-12-30,6316.21353846154,410553.88
"387",3,2012-01-06,6221.53453125,398178.21
"388",3,2012-01-13,5832.35904761905,367438.62
"389",3,2012-01-20,5627.97861538462,365818.61
"390",3,2012-01-27,5461.2203125,349518.1
"391",3,2012-02-03,6640.0103125,424960.66
"392",3,2012-02-10,7395.19484375,473292.47
"393",3,2012-02-17,7205.92545454546,475591.08
"394",3,2012-02-24,6756.86241935484,418925.47
"395",3,2012-03-02,7339.88375,469752.56
"396",3,2012-03-09,6955.65703125,445162.05
"397",3,2012-03-16,6335.01230769231,411775.8
"398",3,2012-03-23,6569.95634920635,413907.25
"399",3,2012-03-30,6468.07682539682,407488.84
"400",3,2012-04-06,7987.81158730159,503232.13
"401",3,2012-04-13,6473.68830769231,420789.74
"402",3,2012-04-20,6794.09578125,434822.13
"403",3,2012-04-27,6263.74777777778,394616.11
"404",3,2012-05-04,7095.38016129032,439913.57
"405",3,2012-05-11,6856.91047619048,431985.36
"406",3,2012-05-18,6533.011875,418112.76
"407",3,2012-05-25,6566.68714285714,413701.29
"408",3,2012-06-01,6861.40523809524,432268.53
"409",3,2012-06-08,7198.98064516129,446336.8
"410",3,2012-06-15,7017.06015873016,442074.79
"411",3,2012-06-22,6766.09596774194,419497.95
"412",3,2012-06-29,6933.85786885246,422965.33
"413",3,2012-07-06,6527.0873015873,411206.5
"414",3,2012-07-13,6724.40483870968,416913.1
"415",3,2012-07-20,6863.88650793651,432424.85
"416",3,2012-07-27,6281.09516129032,389427.9
"417",3,2012-08-03,6666.51253968254,419990.29
"418",3,2012-08-10,6219.23174603175,391811.6
"419",3,2012-08-17,6369.65854838709,394918.83
"420",3,2012-08-24,6546.82015873016,412449.67
"421",3,2012-08-31,6594.17306451613,408838.73
"422",3,2012-09-07,6378.58953125,408229.73
"423",3,2012-09-14,6574.01870967742,407589.16
"424",3,2012-09-21,6577.65222222222,414392.09
"425",3,2012-09-28,6090.8284375,389813.02
"426",3,2012-10-05,6930.58828125,443557.65
"427",3,2012-10-12,6320.06753846154,410804.39
"428",3,2012-10-19,6633.016875,424513.08
"429",3,2012-10-26,6334.8859375,405432.7
"430",4,2010-02-05,29248.5461643836,2135143.87
"431",4,2010-02-12,29177.4318666667,2188307.39
"432",4,2010-02-19,28080.2775342466,2049860.26
"433",4,2010-02-26,26023.3627027027,1925728.84
"434",4,2010-03-05,27375.7977777778,1971057.44
"435",4,2010-03-12,25949.6450684932,1894324.09
"436",4,2010-03-19,25640.9372972973,1897429.36
"437",4,2010-03-26,24144.3739726027,1762539.3
"438",4,2010-04-02,27112.9742465753,1979247.12
"439",4,2010-04-09,24910.3112328767,1818452.72
"440",4,2010-04-16,25363.2834246575,1851519.69
"441",4,2010-04-23,24360.5121621622,1802677.9
"442",4,2010-04-30,25595.3983098592,1817273.28
"443",4,2010-05-07,28177.8329577465,2000626.14
"444",4,2010-05-14,25693.1134246575,1875597.28
"445",4,2010-05-21,26813.4169014085,1903752.6
"446",4,2010-05-28,26536.1957142857,1857533.7
"447",4,2010-06-04,27189.8654285714,1903290.58
"448",4,2010-06-11,26723.1318571429,1870619.23
"449",4,2010-06-18,27179.3852112676,1929736.35
"450",4,2010-06-25,26009.1823943662,1846651.95
"451",4,2010-07-02,26129.6834722222,1881337.21
"452",4,2010-07-09,25524.0594366197,1812208.22
"453",4,2010-07-16,26738.4177464789,1898427.66
"454",4,2010-07-23,25320.9147945206,1848426.78
"455",4,2010-07-30,24953.3001388889,1796637.61
"456",4,2010-08-06,26868.1490140845,1907638.58
"457",4,2010-08-13,28268.3204225352,2007050.75
"458",4,2010-08-20,28129.3111267606,1997181.09
"459",4,2010-08-27,25320.6016438356,1848403.92
"460",4,2010-09-03,27265.5997183099,1935857.58
"461",4,2010-09-10,25559.1891780822,1865820.81
"462",4,2010-09-17,26388.3279166667,1899959.61
"463",4,2010-09-24,25148.3983333333,1810684.68
"464",4,2010-10-01,25955.2256338028,1842821.02
"465",4,2010-10-08,27104.0951388889,1951494.85
"466",4,2010-10-15,25935.3484722222,1867345.09
"467",4,2010-10-22,27149.4374647887,1927610.06
"468",4,2010-10-29,27230.0422535211,1933333
"469",4,2010-11-05,28353.7435211268,2013115.79
"470",4,2010-11-12,28166.1163380282,1999794.26
"471",4,2010-11-19,29136.2416666667,2097809.4
"472",4,2010-11-26,38742.63125,2789469.45
"473",4,2010-12-03,29613.1009859155,2102530.17
"474",4,2010-12-10,31541.1624657534,2302504.86
"475",4,2010-12-17,38056.3491666667,2740057.14
"476",4,2010-12-24,49672.0195774648,3526713.39
"477",4,2010-12-31,24928.7325,1794868.74
"478",4,2011-01-07,25867.7259722222,1862476.27
"479",4,2011-01-14,26274.6825352113,1865502.46
"480",4,2011-01-21,26199.9158333333,1886393.94
"481",4,2011-01-28,25552.688028169,1814240.85
"482",4,2011-02-04,29431.7505555556,2119086.04
"483",4,2011-02-11,30386.7679166667,2187847.29
"484",4,2011-02-18,32626.698028169,2316495.56
"485",4,2011-02-25,28862.42625,2078094.69
"486",4,2011-03-04,28814.4623287671,2103455.75
"487",4,2011-03-11,28330.81125,2039818.41
"488",4,2011-03-18,29395.4913888889,2116475.38
"489",4,2011-03-25,27002.2822222222,1944164.32
"490",4,2011-04-01,26392.3120833333,1900246.47
"491",4,2011-04-08,29224.6966197183,2074953.46
"492",4,2011-04-15,27613.9121126761,1960587.76
"493",4,2011-04-22,30841.6772222222,2220600.76
"494",4,2011-04-29,26085.6588888889,1878167.44
"495",4,2011-05-06,28662.2605555555,2063682.76
"496",4,2011-05-13,27429.6215068493,2002362.37
"497",4,2011-05-20,27993.9372222222,2015563.48
"498",4,2011-05-27,27980.2528169014,1986597.95
"499",4,2011-06-03,29089.8190140845,2065377.15
"500",4,2011-06-10,29627.8768571429,2073951.38
"501",4,2011-06-17,29739.0363888889,2141210.62
"502",4,2011-06-24,27893.6794444444,2008344.92
"503",4,2011-07-01,28894.8384507042,2051533.53
"504",4,2011-07-08,29949.8820289855,2066541.86
"505",4,2011-07-15,29272.0992857143,2049046.95
"506",4,2011-07-22,29089.0198571429,2036231.39
"507",4,2011-07-29,28023.5784507042,1989674.07
"508",4,2011-08-05,30857.9627142857,2160057.39
"509",4,2011-08-12,30080.982,2105668.74
"510",4,2011-08-19,31449.1845070423,2232892.1
"511",4,2011-08-26,27617.9195833333,1988490.21
"512",4,2011-09-02,28866.94875,2078420.31
"513",4,2011-09-09,29071.3751388889,2093139.01
"514",4,2011-09-16,28827.4629166667,2075577.33
"515",4,2011-09-23,28611.3578873239,2031406.41
"516",4,2011-09-30,26798.4254166667,1929486.63
"517",4,2011-10-07,30517.4316901408,2166737.65
"518",4,2011-10-14,28813.1784722222,2074548.85
"519",4,2011-10-21,30663.0851388889,2207742.13
"520",4,2011-10-28,30305.0646478873,2151659.59
"521",4,2011-11-04,32129.8212676056,2281217.31
"522",4,2011-11-11,30178.4789041096,2203028.96
"523",4,2011-11-18,31604.8815492958,2243946.59
"524",4,2011-11-25,40604.0855405406,3004702.33
"525",4,2011-12-02,29472.962972973,2180999.26
"526",4,2011-12-09,34846.6005555555,2508955.24
"527",4,2011-12-16,37964.3447945205,2771397.17
"528",4,2011-12-23,51060.9580555556,3676388.98
"529",4,2011-12-30,27876.4702777778,2007105.86
"530",4,2012-01-06,28051.59,2047766.07
"531",4,2012-01-13,26967.7306944444,1941676.61
"532",4,2012-01-20,28240.8135211268,2005097.76
"533",4,2012-01-27,26787.7848611111,1928720.51
"534",4,2012-02-03,30185.74875,2173373.91
"535",4,2012-02-10,32981.3977777778,2374660.64
"536",4,2012-02-17,33255.3447945206,2427640.17
"537",4,2012-02-24,31361.4390140845,2226662.17
"538",4,2012-03-02,30223.5602739726,2206319.9
"539",4,2012-03-09,30170.5590410959,2202450.81
"540",4,2012-03-16,31196.7245070423,2214967.44
"541",4,2012-03-23,29459.0498591549,2091592.54
"542",4,2012-03-30,29427.9122535211,2089381.77
"543",4,2012-04-06,34308.4184722222,2470206.13
"544",4,2012-04-13,28839.7450684932,2105301.39
"545",4,2012-04-20,29782.4568055555,2144336.89
"546",4,2012-04-27,29071.3473239437,2064065.66
